"Story","Title","Result","Date","Stability","Duration (s)"
"Training slot","Booking a Training Slot","ERROR","2021-07-07T13:21:34.7213318+01:00[Europe/London]","0.0","4.75"
"Training slot","Editing a booked Training Slot","ERROR","2021-07-07T13:21:39.5151596+01:00[Europe/London]","0.0","4.71"
"Training slot","Deleting a booked Training Slot","SUCCESS","2021-07-07T13:21:44.2447093+01:00[Europe/London]","0.0","2.84"
